"date","location","deaths","injuries","description","date_string","day_of_week","month","year","state"
"2017-09-20","Mattoon, Illinois","0","1","<a href='https://en.wikipedia.org/wiki/Mattoon_High_School' title='Mattoon High School'>Mattoon High School</a>: A 14-year-old male student was subdued by a female teacher when he attempted to open fire in the school cafeteria at 11:33&#160;a.m. Multiple shots were fired in the process, and one student was struck in the chest and was driven to a nearby hospital suffering non-life-threatening wounds. The student was taken into custody without further incident.<sup id='cite_ref-532' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-532'>[532]</a></sup><sup id='cite_ref-533' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-533'>[533]</a></sup>","September 20, 2017","Wednesday","September","2017","Illinois"
"2017-11-14","Rancho Tehama Reserve, California","6","18","<a href='https://en.wikipedia.org/wiki/Rancho_Tehama_Reserve_shootings' title='Rancho Tehama Reserve shootings'>Rancho Tehama Reserve shootings</a>: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations.<sup id='cite_ref-:0_534-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-:0-534'>[534]</a></sup> The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old Kevin Neal rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. Neal fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.<sup id='cite_ref-:0_534-1' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-:0-534'>[534]</a></sup><sup id='cite_ref-LA-Times3_535-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-LA-Times3-535'>[535]</a></sup>","November 14, 2017","Tuesday","November","2017","California"
"2017-12-07","Aztec, New Mexico","3","0","<a href='https://en.wikipedia.org/wiki/Aztec_High_School_shooting' title='Aztec High School shooting'>Aztec High School shooting</a>: William Atchison, 21-year-old former male student snuck into Aztec High School disguised as a student and hid in an unlocked washroom with a <a href='https://en.wikipedia.org/wiki/Glock' title='Glock'>Glock 9mm</a> hidden in his bag. He retreated from the washroom after being spotted by a school custodian who chased him shouting 'active shooter' and 'lockdown'. Atchinson was able to shoot and kill two students who were caught in the hallway before he killed himself.<sup id='cite_ref-536' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-536'>[536]</a></sup><sup id='cite_ref-537' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-537'>[537]</a></sup> He had been investigated in 2016 by the <a href='https://en.wikipedia.org/wiki/Federal_Bureau_of_Investigation' title='Federal Bureau of Investigation'>FBI</a> when he asked 'where to find cheap assault rifles for a mass shooting' on an online forum.<sup id='cite_ref-538' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-538'>[538]</a></sup><sup id='cite_ref-539' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-539'>[539]</a></sup>","December 7, 2017","Thursday","December","2017","New Mexico"
"2018-01-09","Forest City, Iowa","0","0","A man shot a <a href='https://en.wikipedia.org/wiki/Pellet_gun' class='mw-redirect' title='Pellet gun'>pellet gun</a> at a school bus full of children, shattering a window. No one was injured.<sup id='cite_ref-auto_540-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-auto-540'>[540]</a></sup>","January 9, 2018","Tuesday","January","2018","Iowa"
"2018-01-20","Winston-Salem, North Carolina","1","0","A student was fatally shot at a party at 1 a.m. on the campus of <a href='https://en.wikipedia.org/wiki/Wake_Forest_University' title='Wake Forest University'>Wake Forest University</a>.<sup id='cite_ref-auto_540-1' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-auto-540'>[540]</a></sup>","January 20, 2018","Saturday","January","2018","North Carolina"
"2018-01-22","Italy, Texas","0","1","A 16-year-old male student fired at a 15-year-old female classmate that he had briefly dated in the cafeteria of <a href='https://en.wikipedia.org/wiki/Italy_High_School' title='Italy High School'>Italy High School</a>. The gunman left the school immediately after opening fire and was arrested.<sup id='cite_ref-541' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-541'>[541]</a></sup><sup id='cite_ref-542' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-542'>[542]</a></sup><sup id='cite_ref-543' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-543'>[543]</a></sup>","January 22, 2018","Monday","January","2018","Texas"
"2018-01-22","New Orleans, Louisiana","0","1","Shots were fired from a truck in the parking lot of NET Charter High School, targeting a crowd of students during lunch time. One student was slightly injured, apparently from injuries unrelated to gunfire. One person was arrested in connection with the shooting.<sup id='cite_ref-auto_540-2' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-auto-540'>[540]</a></sup>","January 22, 2018","Monday","January","2018","Louisiana"
"2018-01-23","Marshall County, Kentucky","2","18","<a href='https://en.wikipedia.org/wiki/Marshall_County_High_School_shooting' title='Marshall County High School shooting'>Marshall County High School shooting</a>: A 15-year-old male student shot 16 people in the lobby at Marshall County High School and caused non-gunshot injuries to 4 others. Two 15-year-old students died: one killed at the scene, another died of wounds at <a href='https://en.wikipedia.org/wiki/Vanderbilt_University_Medical_Center' title='Vanderbilt University Medical Center'>Vanderbilt Medical Center</a>.<sup id='cite_ref-544' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-544'>[544]</a></sup><sup id='cite_ref-545' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-545'>[545]</a></sup><sup id='cite_ref-546' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-546'>[546]</a></sup>","January 23, 2018","Tuesday","January","2018","Kentucky"
"2018-02-01","Los Angeles, California","0","5","Two 15-year-old students, a boy and a girl, were shot and injured inside a classroom at Sal Castro Middle School, which shares a campus with <a href='https://en.wikipedia.org/wiki/Belmont_High_School_(Los_Angeles)' title='Belmont High School (Los Angeles)'>Belmont High School</a>. Three other people suffered injuries unrelated to gunfire. A 12-year-old girl was arrested and charged with negligent discharge of a firearm.<sup id='cite_ref-547' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-547'>[547]</a></sup>","February 1, 2018","Thursday","February","2018","California"
"2018-02-05","Oxon Hill, Maryland","0","1","A student was taken to hospital after exiting <a href='https://en.wikipedia.org/wiki/Oxon_Hill_High_School' title='Oxon Hill High School'>Oxon Hill High School</a> and going to speak to individuals in a vehicle who then attempted to rob, and subsequently shot and wounded him in the school's parking lot. Two other students were arrested and charged with attempted murder and robbery.<sup id='cite_ref-548' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-548'>[548]</a></sup>","February 5, 2018","Monday","February","2018","Maryland"
"2018-02-14","Parkland, Florida","17","14","<a href='https://en.wikipedia.org/wiki/Marjory_Stoneman_Douglas_High_School_shooting' class='mw-redirect' title='Marjory Stoneman Douglas High School shooting'>Marjory Stoneman Douglas High School shooting</a>: A 19-year-old former student whose behavior had led to discipline issues, began shooting students and staff members with a semi-automatic rifle at <a href='https://en.wikipedia.org/wiki/Marjory_Stoneman_Douglas_High_School' title='Marjory Stoneman Douglas High School'>Marjory Stoneman Douglas High School</a> after activating a <a href='https://en.wikipedia.org/wiki/Fire_alarm' class='mw-redirect' title='Fire alarm'>fire alarm</a>. 17 people were killed, and 14 others were injured. The suspect, Nikolas Cruz, blended in with the crowd of fleeing students and was arrested in a residential area of neighboring <a href='https://en.wikipedia.org/wiki/Coral_Springs,_FL' class='mw-redirect' title='Coral Springs, FL'>Coral Springs</a> after walking away from the school.<sup id='cite_ref-549' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-549'>[549]</a></sup> He was later charged with murder and attempted murder.<sup id='cite_ref-550' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-550'>[550]</a></sup>","February 14, 2018","Wednesday","February","2018","Florida"
"2018-03-02","Mount Pleasant, Michigan","2","","<a href='https://en.wikipedia.org/wiki/Central_Michigan_University' title='Central Michigan University'>Central Michigan University</a> shooting: 19-year-old student James Eric Davis Jr. shot and killed his mother and father when they came to campus to take him home for spring beak. After the shooting Davis fled and the campus was placed on lockdown. Around 15 hours later police arrested him and took him to a local hospital. The incident disrupted the travel plans of students and campus activities for several days. Davis was charged with two counts of murder and one count of unlawful possession of a firearm used to commit murder.<sup id='cite_ref-HannaJason_551-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-HannaJason-551'>[551]</a></sup><sup id='cite_ref-552' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-552'>[552]</a></sup><sup id='cite_ref-553' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-553'>[553]</a></sup>","March 2, 2018","Friday","March","2018","Michigan"
"2018-03-07","Birmingham, Alabama","1","2","<a href='https://en.wikipedia.org/wiki/Huffman_High_School' title='Huffman High School'>Huffman High School</a>: A student was killed and another injured when gun discharged in the school building, prompting the school to go into lockdown shortly after the bell rang for school dismissal. A staff member was also treated and released on-site. Law enforcement has labeled the shooting as 'accidental'.<sup id='cite_ref-GrinbergEmanuella_554-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-GrinbergEmanuella-554'>[554]</a></sup>","March 7, 2018","Wednesday","March","2018","Alabama"
